entropy,avg_displacement
8.118692398071289062e+00,6.346704835842072789e+00
8.115054130554199219e+00,7.732719021329044651e+00
8.111167907714843750e+00,3.970275901708451904e+00
8.106884002685546875e+00,6.346612404675600949e+00
8.103247642517089844e+00,8.128770489540151800e+00
8.099462509155273438e+00,5.950445463809414193e+00
8.095801353454589844e+00,6.940643955217554506e+00
8.092531204223632812e+00,5.950601435448177767e+00
8.089031219482421875e+00,6.544532798668203810e+00
8.085962295532226562e+00,5.554372939742317605e+00
8.082530975341796875e+00,6.346312683002690136e+00
8.079390525817871094e+00,5.554297859276090321e+00
8.076393127441406250e+00,7.336726601816295101e+00
8.073537826538085938e+00,4.366509934656789049e+00
8.070592880249023438e+00,6.940503460442563721e+00
8.068029403686523438e+00,6.544349080247576111e+00
8.065353393554687500e+00,6.742327419624499996e+00
8.062872886657714844e+00,7.138604059023205828e+00
8.060344696044921875e+00,4.960244332881300622e+00
8.057521820068359375e+00,6.346587418398871527e+00
8.054805755615234375e+00,7.138698139081256500e+00
8.051951408386230469e+00,6.742425254308007432e+00
8.048971176147460938e+00,5.752389665588694356e+00
8.045622825622558594e+00,5.950578788280338927e+00
8.042665481567382812e+00,6.346641572589639679e+00
8.039974212646484375e+00,6.544521873881763874e+00
8.037138938903808594e+00,7.336734124165241511e+00
8.034417152404785156e+00,7.336563891396957970e+00
8.031278610229492188e+00,6.544525168908652546e+00
8.028743743896484375e+00,5.158745025617563762e+00
8.025743484497070312e+00,4.762388231772461289e+00
8.022908210754394531e+00,6.742429817744629794e+00
8.020306587219238281e+00,7.930745182767569901e+00
8.017835617065429688e+00,4.366297523763281951e+00
8.015067100524902344e+00,5.752461895098099909e+00
8.012225151062011719e+00,6.742680913832255207e+00
8.009599685668945312e+00,5.554453308274363899e+00
8.006662368774414062e+00,7.732600656255364413e+00
8.003818511962890625e+00,6.940523411304347690e+00
8.001217842102050781e+00,6.940795755443651238e+00
7.998692989349365234e+00,5.950315180088647793e+00
7.996093750000000000e+00,5.356550762807979815e+00
7.993741512298583984e+00,7.336613494630228161e+00
7.991395473480224609e+00,7.534544156074159282e+00
7.988889694213867188e+00,5.356458894988838537e+00
7.986413955688476562e+00,5.950542819648553916e+00
7.984262943267822266e+00,6.742976141258789191e+00
7.981976985931396484e+00,6.742561921581845752e+00
7.979902267456054688e+00,6.148388941609574943e+00
7.978136062622070312e+00,6.544411287532034827e+00
7.976059436798095703e+00,6.742712323125412688e+00
7.973913192749023438e+00,5.158581275987966563e+00
7.972093582153320312e+00,7.336639810824780561e+00
7.969970226287841797e+00,6.544673935327303127e+00
7.967879295349121094e+00,5.752402479930574408e+00
7.965650558471679688e+00,6.148604484770975098e+00
7.963576316833496094e+00,4.366313059796715912e+00
7.961481094360351562e+00,6.148563678762079654e+00
7.959209442138671875e+00,6.940570306305793302e+00
7.956957817077636719e+00,8.128581444320293059e+00
7.954747200012207031e+00,6.544566715703005855e+00
7.952352523803710938e+00,5.554442281414800675e+00
7.950325965881347656e+00,7.534677742053142779e+00
7.948268413543701172e+00,8.128680661760553150e+00
7.946125030517578125e+00,5.950554574985189582e+00
7.944163322448730469e+00,5.950529011158503856e+00
7.942193031311035156e+00,7.930585971368057763e+00
7.939829826354980469e+00,3.970255526668622359e+00
7.938064575195312500e+00,6.148586118998164984e+00
7.936292648315429688e+00,5.554672289260618179e+00
7.934687614440917969e+00,6.346314451745276308e+00
7.932951927185058594e+00,6.742422930174948981e+00
7.931373596191406250e+00,6.742430389811249647e+00
7.929980278015136719e+00,7.336614011304045668e+00
7.928458213806152344e+00,5.950315631456791543e+00
7.926813602447509766e+00,6.346527741602883133e+00
7.925416469573974609e+00,6.544442109951898345e+00
7.923584938049316406e+00,7.336747508828486808e+00
7.921972274780273438e+00,5.158496112739674011e+00
7.920243263244628906e+00,4.762257406002798454e+00
7.918627738952636719e+00,6.940583229838531487e+00
7.916958332061767578e+00,6.544758347833026235e+00
7.915141105651855469e+00,7.534695285840480317e+00
7.913404941558837891e+00,6.742569115492189624e+00
7.911721706390380859e+00,7.732549458083547655e+00
7.910038948059082031e+00,6.742551316799393568e+00
7.908383369445800781e+00,7.138630588332696369e+00
7.906990528106689453e+00,6.544543730389471570e+00
7.905608654022216797e+00,4.168395221562519737e+00
7.904458999633789062e+00,6.742541199442230848e+00
7.903209686279296875e+00,5.158427285152296093e+00
7.902318954467773438e+00,5.356370619241211273e+00
7.901319503784179688e+00,6.148548462901497480e+00
7.900327682495117188e+00,6.940551106682109506e+00
7.899301052093505859e+00,7.930868831589391377e+00
7.898539066314697266e+00,6.346467361341213476e+00
7.897862911224365234e+00,6.940732077939061107e+00
7.897013664245605469e+00,7.534434948974585211e+00
7.895946502685546875e+00,6.346678728504765665e+00
7.895429134368896484e+00,5.950442125245490210e+00
7.894958019256591797e+00,6.742588035029732474e+00
7.894184589385986328e+00,4.762442812733420183e+00
7.893310546875000000e+00,7.138779582377716260e+00
7.891945362091064453e+00,6.940643676906870674e+00
7.891034603118896484e+00,5.950511558353014152e+00
7.890229225158691406e+00,7.930644803285749944e+00
7.889133930206298828e+00,7.336652588134837671e+00
7.888100147247314453e+00,5.554430419989150103e+00
7.887445926666259766e+00,6.148399150617105846e+00
7.886507511138916016e+00,6.148444721711967986e+00
7.885751247406005859e+00,6.544530005379757931e+00
7.884712219238281250e+00,5.356413587735495696e+00
7.883750915527343750e+00,6.346611685062701014e+00
7.883086204528808594e+00,6.544685650112621822e+00
7.882069587707519531e+00,5.752254522692839878e+00
7.880792617797851562e+00,7.534846094010812401e+00
7.880073070526123047e+00,6.544519405323962147e+00
7.878928661346435547e+00,5.554565237894187213e+00
7.878064632415771484e+00,6.940716020058772529e+00
7.877338886260986328e+00,7.138360664887770213e+00
7.876689910888671875e+00,6.742668734283864929e+00
7.875749588012695312e+00,6.940806251437595442e+00
7.874796867370605469e+00,6.346557471240161341e+00
7.874005794525146484e+00,6.346461241312669088e+00
7.873190402984619141e+00,5.158554297263941990e+00
7.872576236724853516e+00,7.138671873786364586e+00
7.871874332427978516e+00,6.940453106401213823e+00
7.870568275451660156e+00,4.762379516189204409e+00
7.869796752929687500e+00,5.554438931021866921e+00
7.868733406066894531e+00,6.544496404916389842e+00
7.867473602294921875e+00,6.940831305087711733e+00
7.866331100463867188e+00,6.940552241650284060e+00
7.865232467651367188e+00,6.148460086584345063e+00
7.864123821258544922e+00,6.742610962915122741e+00
7.863211631774902344e+00,5.752362351850750066e+00
7.861962318420410156e+00,6.148550154979912641e+00
7.860948562622070312e+00,5.950404760634014245e+00
7.860137462615966797e+00,7.534662216732193052e+00
7.859253406524658203e+00,6.148700405495785226e+00
7.858312606811523438e+00,4.960423074336275384e+00
7.857176303863525391e+00,6.940732280266309395e+00
7.855764389038085938e+00,7.138802161525698686e+00
7.854873657226562500e+00,7.138612094285470278e+00
7.853892803192138672e+00,7.138635160328886897e+00
7.853034973144531250e+00,7.534588031819616560e+00
7.852272033691406250e+00,6.148475198928670338e+00
7.851386547088623047e+00,6.148393215806095213e+00
7.850708007812500000e+00,4.960413024295148965e+00
7.849980354309082031e+00,5.950467115217390912e+00
7.849071502685546875e+00,5.752399111179091307e+00
7.847934246063232422e+00,5.752484777280844952e+00
7.846709251403808594e+00,5.158388516209148733e+00
7.845591068267822266e+00,8.524641485960252396e+00
7.844102859497070312e+00,6.148513782267872152e+00
7.842720508575439453e+00,6.346480384423941246e+00
7.841550827026367188e+00,8.128634707813905180e+00
7.840561389923095703e+00,7.138694619950332942e+00
7.839753627777099609e+00,6.346444807233823759e+00
7.839178085327148438e+00,6.742704961031215305e+00
7.838495254516601562e+00,4.564170316041733066e+00
7.837827205657958984e+00,6.346560351757275953e+00
7.837117671966552734e+00,5.752404634038976283e+00
7.836491107940673828e+00,6.742442912903657160e+00
7.835805892944335938e+00,7.930461745575035692e+00
7.835052013397216797e+00,4.960310506110149120e+00
7.834411621093750000e+00,8.128501115909479324e+00
7.833682537078857422e+00,7.138471061184485045e+00
7.832931518554687500e+00,6.544419102104266805e+00
7.832056522369384766e+00,6.346500969895338962e+00
7.831271171569824219e+00,5.752424734710846366e+00
7.830811977386474609e+00,4.960415401068029695e+00
7.830358982086181641e+00,6.148533251295728697e+00
7.829865455627441406e+00,6.544571863907605369e+00
7.829411506652832031e+00,6.346374911069487368e+00
7.828858852386474609e+00,4.762479644483146757e+00
7.828537464141845703e+00,7.930597886471948854e+00
7.827696800231933594e+00,7.732433095042282822e+00
7.826904296875000000e+00,7.336861637520833312e+00
7.826059341430664062e+00,7.336469926066317981e+00
7.825545310974121094e+00,5.158376604166713619e+00
7.824963569641113281e+00,7.138528933261179432e+00
7.824470520019531250e+00,6.148462668745578341e+00
7.823718070983886719e+00,4.366465134900678002e+00
7.823197364807128906e+00,8.525069736971083501e+00
7.822640419006347656e+00,5.554231589996257767e+00
7.822217941284179688e+00,5.356367211085470537e+00
7.821659088134765625e+00,6.940474137367117713e+00
7.820855140686035156e+00,7.336574735634735056e+00
7.820180416107177734e+00,6.742318984773666202e+00
7.819745540618896484e+00,6.148454477794499162e+00
7.819366455078125000e+00,6.742539010298497892e+00
7.818933486938476562e+00,6.544548329942498022e+00
7.818606376647949219e+00,5.950511999927593720e+00
7.818324089050292969e+00,4.960526206460619925e+00
7.818385124206542969e+00,5.356381062637987966e+00
7.818149566650390625e+00,6.544578963077283262e+00
7.817937850952148438e+00,7.930670623560027721e+00
7.817661285400390625e+00,7.138553779771517505e+00
7.817546367645263672e+00,8.326485655506044026e+00
7.817285537719726562e+00,7.534555391416246195e+00
7.816994667053222656e+00,5.950667180011570245e+00
7.816911220550537109e+00,6.940530709799110021e+00
7.816500663757324219e+00,4.762377044810821580e+00
7.816376209259033203e+00,6.742420282427762146e+00
7.816473007202148438e+00,5.554291593495381818e+00
7.816341400146484375e+00,5.158359200954242496e+00
7.816271305084228516e+00,6.742696536301245658e+00
7.816267013549804688e+00,6.544313689445174553e+00
7.816512107849121094e+00,6.940594547001944115e+00
7.816728115081787109e+00,8.524615870971057774e+00
7.816738128662109375e+00,7.138583015994768743e+00
7.816864490509033203e+00,6.148528625407691628e+00
7.817025184631347656e+00,6.742414728578573602e+00
7.816884040832519531e+00,4.960383785542841650e+00
7.816615581512451172e+00,6.940686867167025653e+00
7.816892147064208984e+00,5.950345267417834982e+00
7.817171573638916016e+00,4.762409464541122794e+00
7.817599296569824219e+00,7.336626892993006521e+00
7.818059921264648438e+00,7.138513724086553047e+00
7.818151473999023438e+00,8.326507874842510759e+00
7.818665027618408203e+00,7.336948102071064959e+00
7.819076538085937500e+00,5.356324758718676193e+00
7.819256305694580078e+00,8.524509075626532706e+00
7.819616317749023438e+00,5.752496196553791741e+00
7.820249080657958984e+00,5.158450720908018816e+00
7.820711135864257812e+00,6.742393260448552361e+00
7.820992946624755859e+00,6.148448999885997246e+00
7.821560859680175781e+00,4.960350745613568257e+00
7.821956157684326172e+00,5.950446598543261523e+00
7.822061061859130859e+00,7.534790041673634420e+00
7.822257041931152344e+00,7.732399350848017328e+00
7.822694778442382812e+00,5.356326327577876967e+00
7.822937965393066406e+00,7.930739557615248181e+00
7.823233604431152344e+00,7.534548160245674531e+00
7.823364257812500000e+00,5.950650871614587167e+00
7.823416709899902344e+00,7.336633734427274511e+00
7.823744773864746094e+00,5.950591731574844445e+00
7.824045658111572266e+00,6.148608946582600154e+00
7.824685573577880859e+00,5.950495445640230585e+00
7.825096130371093750e+00,5.950527330137154181e+00
7.825726985931396484e+00,8.524775780267962233e+00
7.826261520385742188e+00,5.752432265326075544e+00
7.826770305633544922e+00,6.346722306161043825e+00
7.827224731445312500e+00,8.326740633869444963e+00
7.827811717987060547e+00,5.554340164646253797e+00
7.828540802001953125e+00,6.148538453577066853e+00
7.829546928405761719e+00,6.346375090756157356e+00
7.830200672149658203e+00,5.752347227453102008e+00
7.831044197082519531e+00,5.554531537236955252e+00
7.832103729248046875e+00,7.336640993429756286e+00
7.833156585693359375e+00,7.138545476569816195e+00
7.834095954895019531e+00,6.742584896524296489e+00
7.834866046905517578e+00,4.564478202277914676e+00
7.835524559020996094e+00,7.336751956692395105e+00
7.836244583129882812e+00,8.722616546111082059e+00
7.836985111236572266e+00,5.950387210563395257e+00
7.837402343750000000e+00,5.752487467769014096e+00
7.838197708129882812e+00,6.544814872101651915e+00
7.838726520538330078e+00,8.326859906857082549e+00
7.839210510253906250e+00,4.960526475652773826e+00
7.839917182922363281e+00,6.148483633582944030e+00
7.840504169464111328e+00,7.732879923857936433e+00
7.841163158416748047e+00,5.950562781912935861e+00
7.842158317565917969e+00,5.554690702685205039e+00
7.842682838439941406e+00,8.128624841087811248e+00
7.843377113342285156e+00,5.950541364696075419e+00
7.844379901885986328e+00,6.544547866974997241e+00
7.844792366027832031e+00,5.752301863402161430e+00
7.845094203948974609e+00,5.356464240250490505e+00
7.845788002014160156e+00,6.544401421651680373e+00
7.846487045288085938e+00,7.336602422808676138e+00
7.846968650817871094e+00,6.544578308869820837e+00
7.847540855407714844e+00,6.148497503570799161e+00
7.847820758819580078e+00,5.752624755117392574e+00
7.848340034484863281e+00,7.930708833192200657e+00
7.848919868469238281e+00,7.336590441456109168e+00
7.849448204040527344e+00,5.950596721970412339e+00
7.849978446960449219e+00,7.534640533304148846e+00
7.850493431091308594e+00,5.752396426316232159e+00
7.850920677185058594e+00,6.742570291567484553e+00
7.851179122924804688e+00,5.356377589370412196e+00
7.851672649383544922e+00,8.524712877382130571e+00
7.852153301239013672e+00,6.544685728014871806e+00
7.852760314941406250e+00,4.366303828819912525e+00
7.853176593780517578e+00,6.346735949668382837e+00
7.853724002838134766e+00,7.534654754635749185e+00
7.854181289672851562e+00,5.950405001622378620e+00
7.854777812957763672e+00,6.544579070178149216e+00
7.855434894561767578e+00,7.534753598552839549e+00
7.855927944183349609e+00,6.148400245558759636e+00
7.856716156005859375e+00,6.148399237962150821e+00
7.857640743255615234e+00,5.752464814505806601e+00
7.858350753784179688e+00,7.138440059446325314e+00
7.859056472778320312e+00,6.742482897729705549e+00
7.859791755676269531e+00,4.762508018834402002e+00
7.860541820526123047e+00,8.326997622619593642e+00
7.861011505126953125e+00,6.346638978959824762e+00
7.861510276794433594e+00,6.544495827302694302e+00
7.862259864807128906e+00,6.940835094923627935e+00
7.863036632537841797e+00,5.950381203914202999e+00
7.863673210144042969e+00,7.138673484208276854e+00
7.864389419555664062e+00,8.326925076676769066e+00
7.864988803863525391e+00,5.752578810425729827e+00
7.865500450134277344e+00,5.950434033661108124e+00
7.866400241851806641e+00,6.544587117242685714e+00
7.866786003112792969e+00,5.554627354740672374e+00
7.867434501647949219e+00,5.554542011671415480e+00
7.868194580078125000e+00,4.960402273223659009e+00
7.868744373321533203e+00,7.534543430317093282e+00
7.869237899780273438e+00,7.336776618009317907e+00
7.869675636291503906e+00,7.337006282246195887e+00
7.870462894439697266e+00,5.158372550147495517e+00
7.871530532836914062e+00,6.346445809007593475e+00
7.872327804565429688e+00,8.722674028918671496e+00
7.872882843017578125e+00,6.148568414208791744e+00
7.873582839965820312e+00,6.544711576871218739e+00
7.874505519866943359e+00,5.554414147900701870e+00
7.875142097473144531e+00,5.158514018794408962e+00
7.875648498535156250e+00,7.930769757454718238e+00
7.876284599304199219e+00,6.544561809161174359e+00
7.877178192138671875e+00,5.950541951520474271e+00
7.877701759338378906e+00,6.940834232770247247e+00
7.878278732299804688e+00,5.950564483536658678e+00
7.879303932189941406e+00,7.732469348814752230e+00
7.880235671997070312e+00,8.326593029552558534e+00
7.880913257598876953e+00,4.960594730609176217e+00
7.881550788879394531e+00,5.950531502143610041e+00
7.882270336151123047e+00,6.148522802741169357e+00
7.882764339447021484e+00,5.752620427236237788e+00
7.883567333221435547e+00,6.346419521138219721e+00
7.884341239929199219e+00,6.544573701341670713e+00
7.885159492492675781e+00,5.356509861233194059e+00
7.885638236999511719e+00,5.950390666505669834e+00
7.886018753051757812e+00,7.336664687547785668e+00
7.886872768402099609e+00,8.920608928557507866e+00
7.887409210205078125e+00,7.930662077134140731e+00
7.888188838958740234e+00,4.960243981709431260e+00
7.888843536376953125e+00,6.544554210882441048e+00
7.889409065246582031e+00,6.148531699088106706e+00
7.889625072479248047e+00,7.138723497442529542e+00
7.889989852905273438e+00,6.346597835591783365e+00
7.890517234802246094e+00,5.950369180097907496e+00
7.890815734863281250e+00,5.158366120756268991e+00
7.891377449035644531e+00,6.940600988309556740e+00
7.891865730285644531e+00,7.138691454288977667e+00
7.892514705657958984e+00,7.336473500078927401e+00
7.892968177795410156e+00,6.346341010023635043e+00
7.893361091613769531e+00,7.930565074121042279e+00
7.893449783325195312e+00,5.356538996202285574e+00
7.893953323364257812e+00,6.346614865826489371e+00
7.894549846649169922e+00,5.950483206736995712e+00
7.894842147827148438e+00,5.356282608274995027e+00
7.895338535308837891e+00,6.346396578178542747e+00
7.895759105682373047e+00,5.950500948606959106e+00
7.896310806274414062e+00,7.336607087475614186e+00
7.896526336669921875e+00,7.930707425160839819e+00
7.896730422973632812e+00,6.940657365732050721e+00
7.897215366363525391e+00,7.336680615419862050e+00
7.897993087768554688e+00,6.940428628974887104e+00
7.898306846618652344e+00,5.950379429430044276e+00
7.899117469787597656e+00,6.940762672994597260e+00
7.900043964385986328e+00,6.346472113318601949e+00
7.900988578796386719e+00,5.950445727920820715e+00
7.901765346527099609e+00,6.742623986567105376e+00
7.902328491210937500e+00,5.356425347121186675e+00
7.902787685394287109e+00,5.752346142300867271e+00
7.903079986572265625e+00,6.544486566621395163e+00
7.903739452362060547e+00,5.950320632529499498e+00
7.904243946075439453e+00,7.930635140317058962e+00
7.904543876647949219e+00,6.940785915049458410e+00
7.904821395874023438e+00,7.138698704658568595e+00
7.905148506164550781e+00,6.544689100710463947e+00
7.905545234680175781e+00,6.346647936575024573e+00
7.905964374542236328e+00,6.940480094660305355e+00
7.906483173370361328e+00,5.158274627771146648e+00
7.907212734222412109e+00,7.138468891121594773e+00
7.907644748687744141e+00,6.742474318487222007e+00
7.908245086669921875e+00,6.346617402649661344e+00
7.908664703369140625e+00,6.346420815309791408e+00
7.909196376800537109e+00,6.544445218932678721e+00
7.909818649291992188e+00,6.346535122693230946e+00
7.910202026367187500e+00,6.346327447507921882e+00
7.910507202148437500e+00,7.930709699667358947e+00
7.911066532135009766e+00,6.148505729786870155e+00
7.911597251892089844e+00,5.950382563674040171e+00
7.911945819854736328e+00,7.336976399800232862e+00
7.912646770477294922e+00,6.148521599937865290e+00
7.913276195526123047e+00,7.336698768853293195e+00
7.914071083068847656e+00,6.544488708793058329e+00
7.914650917053222656e+00,5.158338846075710471e+00
7.915470123291015625e+00,4.366346030606846007e+00
7.916221141815185547e+00,7.732508467626626469e+00
7.916747093200683594e+00,6.544545529859020050e+00
7.917123317718505859e+00,7.138692353226527842e+00
7.917315483093261719e+00,7.930624502290606337e+00
7.917960166931152344e+00,6.148694926751769430e+00
7.918371200561523438e+00,6.148613162765435902e+00
7.919313907623291016e+00,7.534549476660936662e+00
7.920122146606445312e+00,7.138648433616482158e+00
7.920948982238769531e+00,6.742503796370469260e+00
7.921497344970703125e+00,4.762339531533494430e+00
7.922246456146240234e+00,6.148475493070460374e+00
7.922826766967773438e+00,6.742325159952153868e+00
7.923557758331298828e+00,5.752470581948453621e+00
7.924297809600830078e+00,6.148404045143191610e+00
7.924767017364501953e+00,7.336400389099191344e+00
7.925114631652832031e+00,5.554456206039339428e+00
7.925722122192382812e+00,7.732713412739093073e+00
7.926350593566894531e+00,7.138473515145909332e+00
7.926666736602783203e+00,6.346414833123260379e+00
7.927283287048339844e+00,6.742758773963905661e+00
7.927701473236083984e+00,5.554359992807655466e+00
7.928216934204101562e+00,7.732626886340351113e+00
7.928311824798583984e+00,5.158321296857265814e+00
7.928977012634277344e+00,6.148370967500551565e+00
7.929940223693847656e+00,7.138520110330786927e+00
7.930292129516601562e+00,7.138705721893409795e+00
7.930616378784179688e+00,6.544787511084039444e+00
7.930918693542480469e+00,6.940532198320072510e+00
7.931355953216552734e+00,6.742638943778269223e+00
7.931943893432617188e+00,6.742482915819731915e+00
7.932536125183105469e+00,6.940440820595902949e+00
7.933401584625244141e+00,5.752419539423999417e+00
7.933701515197753906e+00,6.346548904602458130e+00
7.934223175048828125e+00,5.554279642706055675e+00
7.934700012207031250e+00,6.346382858030102270e+00
7.934936523437500000e+00,7.138651212365010323e+00
7.935348033905029297e+00,5.554327627352389385e+00
7.935853004455566406e+00,6.346458915300733139e+00
7.936026573181152344e+00,6.940711385412136281e+00
7.936345100402832031e+00,8.326676230507862542e+00
7.936565399169921875e+00,5.158309578313233779e+00
7.936955928802490234e+00,8.128764863440936850e+00
7.937184333801269531e+00,7.534767128017815452e+00
7.937256813049316406e+00,4.762448545745879613e+00
7.938013076782226562e+00,6.346560907937034202e+00
7.938553810119628906e+00,8.128779341482044174e+00
7.939212799072265625e+00,4.564259587192006862e+00
7.939641952514648438e+00,6.544543546273784429e+00
7.940268993377685547e+00,7.534648494749294656e+00
7.940562248229980469e+00,5.554427489033721521e+00
7.940917015075683594e+00,7.336493058900767750e+00
7.941425800323486328e+00,6.544562758135060498e+00
7.941802024841308594e+00,6.148610943098988812e+00
7.942012786865234375e+00,6.940379544578665794e+00
7.942378520965576172e+00,5.950463274770084077e+00
7.942675113677978516e+00,7.732705780591111910e+00
7.943120956420898438e+00,5.356467887092963842e+00
7.943498611450195312e+00,6.148306335775217235e+00
7.944051742553710938e+00,6.148715194100414116e+00
7.944368839263916016e+00,6.544526740197976977e+00
7.944837570190429688e+00,7.336540024296315465e+00
7.945448398590087891e+00,6.148520401560809034e+00
7.945753574371337891e+00,7.930571770240290697e+00
7.946069717407226562e+00,5.752534700321162653e+00
7.946747779846191406e+00,7.534823872967384872e+00
7.947475910186767578e+00,6.940563005603784141e+00
7.948058605194091797e+00,5.158405017500069967e+00
7.948587894439697266e+00,6.940692004307573271e+00
7.949260711669921875e+00,6.148683677621800570e+00
7.949515819549560547e+00,6.346570756568911342e+00
7.950076580047607422e+00,6.346698587514186585e+00
7.950731277465820312e+00,6.940530247670140263e+00
7.951573371887207031e+00,5.158464565463632745e+00
7.952329635620117188e+00,6.940585481155809866e+00
7.952940464019775391e+00,6.544410547409545309e+00
7.953427314758300781e+00,7.336578758434334269e+00
7.953793525695800781e+00,7.732756034728984318e+00
7.954321861267089844e+00,6.148551254273170841e+00
7.954833507537841797e+00,4.564294876157854119e+00
7.955511093139648438e+00,6.148568832173621601e+00
7.956133842468261719e+00,7.138568840622541600e+00
7.956486701965332031e+00,7.138592865418742051e+00
7.956653594970703125e+00,4.762527529573370444e+00
7.957085609436035156e+00,8.722956035967275312e+00
7.957701683044433594e+00,6.148555995803037355e+00
7.958049774169921875e+00,6.742577372619212639e+00
7.958449363708496094e+00,8.128747121455209168e+00
7.958782196044921875e+00,5.752374454251433455e+00
7.959317684173583984e+00,6.940406590057387248e+00
7.959778785705566406e+00,5.950429330351194146e+00
7.960252761840820312e+00,4.762352709342130730e+00
7.960824489593505859e+00,6.148593855612716652e+00
7.961419105529785156e+00,7.138383245028984803e+00
7.961583137512207031e+00,5.158685687979141399e+00
7.962003231048583984e+00,7.534587366477395243e+00
7.962322235107421875e+00,6.544432029673662221e+00
7.962782382965087891e+00,6.742573156191295602e+00
7.962909698486328125e+00,7.138665531576014800e+00
7.963439941406250000e+00,7.732827392741485006e+00
7.963669300079345703e+00,8.128613208254762412e+00
7.963768005371093750e+00,4.564261071535798742e+00
7.963987350463867188e+00,5.158469839918276456e+00
7.964254379272460938e+00,7.732702657070298358e+00
7.964215755462646484e+00,4.960495469297867999e+00
7.964235305786132812e+00,6.940689519427878373e+00
7.964591979980468750e+00,7.733632399781770417e+00
7.964487552642822266e+00,6.940686885129145445e+00
7.965055465698242188e+00,6.347211016842305931e+00
7.965178489685058594e+00,6.940512120517708716e+00
7.965047836303710938e+00,6.346482803287190499e+00
